user_input,reference
부산 구간에서 동해선을 이용할 때 환승 방법과 비용은 무엇인가요?,제공된 정보에는 부산 구간에서 동해선을 이용할 때의 환승 방법과 비용에 대한 구체적인 내용이 포함되어 있지 않습니다.
부산 서면역 고객센터 유실물 관련 정보,"서면역 고객센터 내에 위치한 유실물 센터는 대표전화 640-7339 / 6786-191로 연락 가능하며, 운영시간은 월요일부터 금요일까지 09:00~18:00이며 공휴일은 제외됩니다. 유실물은 고객센터에 보관된 후 익일 상선 유실물 열차를 통해 유실물 센터로 이송되며, 이후 lost112에서 이관 요청 절차를 거쳐야 합니다. 이관 요청을 하지 않으면 서면 유실물센터에서 정보 확인 및 이관 승인이 불가능합니다."
"안녕하세요, 모바일승차권이 무엇인지, 부산 도시철도에서 어른이 1구간과 2구간을 이용할 때 요금이 얼마인지 알려줄 수 있나요? 잘 이해가 안 되는데, 다른 티켓과 다른 건가요?","모바일승차권은 부산 도시철도를 이용하기 위해 공사 모바일 애플리케이션을 통해 전자적으로 발급되는 티켓의 일종입니다. 사용자는 금액을 미리 충전한 후 이용할 수 있습니다. 어른의 경우, 모바일승차권을 이용할 때 1구간은 1,600원, 2구간은 1,800원입니다. 이는 QR승차권보다 약간 저렴한 가격으로, QR승차권은 어른 기준으로 1구간 1,700원, 2구간 1,900원입니다."
부산 지하철의 유지보수 엔지니어로서 호포역에 적용되는 주차 요금의 범주를 명확히 해주실 수 있나요?,"호포역은 주차 요금의 2급지 범주에 해당하며, 요금은 다음과 같습니다: 시간제 주차 300원, 1일 주차 8,000원, 월 주차 주간 90,000원, 야간 주차 70,000원. 호포는 양산시 요금이 적용됩니다."
부산 지하철 강서구청역 에스컬레이터 유지보수 세부사항 및 문제 신고를 위한 연락처 정보,"부산 지하철 3호선 강서구청역에는 내부 에스컬레이터 28대와 외부 에스컬레이터 72대가 있습니다. 유지보수를 담당하는 관리주체는 부산교통공사이며, 문제 신고나 문의를 위한 연락처는 010-3591-0625입니다."
"메트로페이의 유효기간은 어떻게 되며, 교통 당국의 정책에 따라 메트로페이 잔액이 환불될 수 있는 구체적인 조건은 무엇인가요?","메트로페이의 유효기간은 여객이 충전하거나 마지막으로 사용한 날로부터 5년입니다. 이 기간이 지나면 남은 잔액은 상법 제64조에 따른 상사채권소멸시효의 적용을 받으며, 만료 전에 여객에게 사전 통지가 이루어집니다. 환불에 관해서는, 여객이 개표 후 본인의 잘못 없이 마지막 열차를 놓친 경우, 환불 금액은 별표 2에 따라 결정되며, 모바일 앱을 통해 발매된 티켓의 경우 수수료를 차감하지 않고 메트로페이로 환불됩니다. 또한 메트로페이 잔액을 현금으로 환불할 때는 사용 실적을 선입선출 방식으로 차감하여 계산하고 원래 충전 방법으로 반환됩니다. 그러나 비회원 모바일 앱 사용자가 휴대전화를 변경하거나 분실하거나 인증에 사용한 이메일을 잃어버려 잔액을 확인할 수 없는 경우에는 환불이 제공되지 않습니다."
부산경찰청 기동순찰대가 서면역을 중심으로 어떻게 운영되는지 알려주세요.,"부산경찰청 범죄예방대응과 기동순찰대는 경찰관 16명으로 구성되어 있으며, 서면역을 중심으로 6개 출장소에서 거점 및 유동 근무를 실시하고 있습니다. 출·퇴근시간대(08:00 ~ 19:00)에는 주요 환승역 승강장에서 유동순찰 및 거점근무를 하며, 주요 근무 장소는 서면, 연산, 수영, 미남입니다. 출·퇴근시간대 외에는 6개 권역(1권역: 서면~호포, 2권역: 서면~장산, 3권역: 노포~연산, 4권역: 부산역~다대포, 5권역: 안평~대저, 6권역: 수영~미남)에서 가시적 순찰활동을 실시합니다. 연락처는 051-899-3046입니다."
부산 도시철도 2호선 서면역 휠체어 리프트 가용성 및 유지보수 목적을 위한 설치 세부사항,"부산 도시철도 2호선 서면역에는 내부 휠체어 리프트가 4개 설치되어 있으며, 외부 휠체어 리프트는 0개입니다."
부산구간에서 도시철도에서 동해선으로 환승하는 어른의 총 운임은 얼마인가요?,"부산구간에서 도시철도에서 동해선으로 환승하는 어른의 총 운임은 기본 운임 1,600원에 부산구간에서 이동한 거리 기반의 추가 운임이 더해집니다."
1호선 장림역의 만남의 장소 수는 몇 개인가요?,장림역에는 1개의 만남의 장소가 있습니다.
부산시 대중교통 정기승차권 옵션과 특정 날짜부터 시작하는 1개월권의 유효기간 계산 방법은 무엇인가요?,"부산시 대중교통의 정기승차권 옵션에는 어른 6,000원, 청소년 4,000원의 1일권, 어른 13,000원, 청소년 9,000원의 3일권, 어른 45,000원, 청소년 33,000원의 1개월권이 포함됩니다. 정기승차권은 다른 교통수단에 사용할 수 없습니다. 1개월권의 유효기간 계산은 시작 날짜부터 다음 달 같은 날짜의 전날까지입니다. 예를 들어, 10월 1일부터 시작하는 1개월권은 10월 31일까지 유효하며, 4월 15일부터 시작하는 것은 5월 14일까지 유효합니다. 하루는 0시부터 24시까지로 계산되며, 24시 이후는 익일로 간주됩니다."
"안녕하세요, 서면역의 유실물 센터가 어디에 있는지와 운영 시간이 언제인지, 현재 서면역에서 행사 제한이 있는지 알려주실 수 있나요?","서면역의 유실물 센터는 서면역 고객센터 내에 위치하고 있으며, 대표 전화번호는 640-7339 또는 6786-191입니다. 운영 시간은 월요일부터 금요일까지, 공휴일 제외하고 09:00부터 18:00까지입니다. 서면역의 행사 제한에 관해서는 현재 공연 행사가 잠정 중단되었으며, 실내 공연은 보류 중입니다."
부산 구간 동해선의 도시철도를 이용하는 청소년의 요금 구조는 어떻게 계산되나요?,"부산 구간 동해선의 도시철도를 이용하는 청소년의 요금 구조는 기본 요금 1,050원에 부산 구간의 초기 10km를 초과할 경우 10km마다 150원의 추가 요금이 부과됩니다."
부산 지하철 시설 관리자입니다. 지하철역에서 비상 상황 발생 시 NIS국가정보원 연락처를 제공해 주실 수 있나요?,NIS국가정보원의 연락처는 ☎111입니다.
마이비는 교통카드 시스템에서 어떤 역할을 하나요?,마이비는 하나로 카드와 같은 다른 카드들과 유사하게 소득 공제 목적으로 사용할 수 있는 교통카드의 일종입니다.
"안녕하세요, 동매역의 첫차와 막차 정확한 시간 좀 알려줄 수 있나요? 이름을 동매가 아니라 동마이로 잘못 알고 있는 것 같아요. 부산 지하철 노선의 상행과 하행 모두에 대해요.","부산 지하철 동매역의 첫차와 막차 시간은 다음과 같습니다: 상행 첫차는 05:08, 하행 첫차는 05:14입니다. 상행 막차는 00:24, 하행 막차는 21:21입니다."
"안녕하세요, 부산 지하철의 다자녀 운임할인이 어떻게 작동하는지, 누가 해당되는지와 할인율이 얼마인지 알려주실 수 있나요?","다자녀 운임할인은 부산시 거주자로 주민등록 기준 자녀가 세 명 이상인 경우에 적용됩니다. 유효기간은 막내 자녀가 만 18세가 될 때까지이며, 할인 조건은 부산시에서 발급한 가족사랑카드에 등재되어 있고 카드를 소지해야 합니다. 할인 운임은 어른 운임의 50% 이내로 할인됩니다. 이용 방법은 역사 승차권 자동발매기에서 다자녀승차권을 발매하고 사용하는 것입니다."
부산도시철도 1호선의 주요 환승역과 열차 시각 문의 방법에 대해 알려주세요.,"부산도시철도 1호선의 주요 환승역은 서면, 연산, 교대, 동래입니다. 열차 시각 문의는 주말 및 평일 오전 9시 이전이나 오후 6시 이후에는 콜센터(1544-5005)로 연락하여 확인할 수 있습니다."
도시 교통에서 메트로페이의 목적은 무엇인가요?,"""메트로페이""란 여객이 앱을 내려받아 자동발매기 등에서 현금 또는 계좌이체를 통해 충전하여 그 금액만큼 가치가 저장된 것을 말합니다."
장림역에서 첫차랑 막차 시간 어떻게 되나요?,"장림역에서 첫차는 05:11에 출발하고, 막차는 00:27에 도착합니다."
"단체승차권을 이용하여 20인 이상이 함께 여행을 계획하고 있는데, 공사 홈페이지에서 예약 후 여행 개시까지의 전체 절차가 어떻게 되는지 자세히 알려주세요.","단체승차권을 이용한 여행 개시까지의 절차는 다음과 같습니다. 먼저, 공사 홈페이지에서 단체승차권을 예약합니다. 예약은 공사 홈페이지의 '이용안내 > 승차권 예약 > 단체승차권' 메뉴를 통해 신청할 수 있습니다. 왕복 예약의 경우, 편도 내용을 입력하고 예약을 완료한 후, 왕복승차권 예약 팝업에서 확인 후 예약을 진행하면 됩니다. 예약이 완료되면, 여행 개시 전까지 가까운 역을 직접 방문하여 운임을 현금으로 납부해야 합니다. 카드로 운임 납부는 불가합니다. 운임 납부 후, 역에서 단체권을 발매받고, 이후 여행을 개시할 수 있습니다."
2023년 도시철도 운영의 운송비 회수율은 얼마였나요?,2023년 도시철도 운영의 운송비 회수율은 29.1%였습니다.
부산시의 다자녀 가정에 대한 할인은 무엇인가요?,부산시에서는 다자녀 가정의 구성원에게 운임의 50% 범위 내에서 할인이 제공됩니다.
모바일 앱은 요금 환불을 어떻게 처리하나요?,"모바일 앱을 통해 발행된 티켓의 경우, 환불 금액은 수수료를 차감하지 않고 메트로페이로 반환됩니다. 또한, 승객이 휴대전화를 변경하거나 분실하거나 인증에 사용한 이메일을 잃어버리는 등 개인 정보 관리 문제로 인해 잔액을 확인할 수 없는 경우, 모바일 앱에 회원으로 등록되지 않은 경우에는 잔액이 환불되지 않습니다."
"안녕하세요, 유효기간이 지난 후에 승차권을 사용하려고 하면 어떤 일이 발생하는지 설명해 주실 수 있나요? 규정에 따라 만료된 승차권을 대중교통에서 사용할 때의 규칙이나 결과는 무엇인가요?","유효기간이 지난 후에 승차권을 사용하면 그 승차권은 무효로 간주됩니다. 규정에 따르면, 이러한 경우 승차권은 무효로 처리되어 회수됩니다. 그러나 이 규칙은 교통카드나 모바일 승차권에는 적용되지 않습니다."
"안녕하세요, 부산 지하철 3호선에 에스컬레이터가 몇 대 있는지 알려줄 수 있나요? 보고서를 작성하려고 하는데 이 정보를 어디서 찾아야 할지 잘 모르겠어서, 자세한 내용을 알려주시면 감사하겠습니다.",부산 지하철 3호선에는 174대의 에스컬레이터가 운영되고 있습니다.
호포역 엘리베이터 고장나고 첫차 시간 언제?,"호포역의 엘리베이터는 현재 운행정지 상태이며, 첫차는 오전 5시 10분에 출발합니다."
마이비 카드 충전 어디서 가능해요?,마이비 카드는 전국 편의점과 지하철에서 충전 가능합니다.
"안녕하세요, 센텀시티가 우리가 비용 구조를 분석하는 대중교통 노선의 일부인지 알려주실 수 있나요?","네, 센텀시티는 제공된 맥락에서 코드 6786-205 및 206으로 대중교통 노선의 일부입니다."
부산광역시경찰청의 도시철도 유실물 처리 절차에서의 역할은 무엇인가요?,"부산광역시경찰청은 발견된 물품을 관할 경찰서(지구대, 파출소)로 이관할 수 있는 권한을 가진 기관으로 유실물 처리 절차에 관여하고 있습니다."
동매역 1호선에서 지정된 만남의 장소 수에 대한 정보를 제공해 주실 수 있나요?,동매역 1호선에서는 기본적으로 1개의 지정된 만남의 장소가 있습니다.
"부산 지하철의 유지보수 엔지니어로서, 저는 다양한 역에서 접근성과 인프라 유지 관리를 담당하고 있습니다. 3호선 망미역에 전동휠체어 급속충전기 설치에 대한 자세한 정보를 제공해 주실 수 있나요? 또한, 망미역의 자전거 보관소의 구체적인 위치와 수량을 확인해 주시기 바랍니다. 망미역이 주요 접근성 허브로서의 중요성을 고려할 때, 이 정보가 필요합니다.","부산 지하철 3호선 망미역에는 전동휠체어 급속충전기가 설치되어 있으며, 이는 전체 12개소 중 하나로, 망미역은 중요한 접근성 지점입니다. 또한, 망미역의 자전거 보관소는 4번 출구에 24대, 5번과 7번 출구 사이에 16대가 있으며, 이는 수영구청에서 관리하고 있습니다."
부산-김해경전철 및 부산김해경전철 이용 시 이중개표로 인한 운임 반환 절차와 환승할인 적용 여부에 대해 알려주세요.,"부산-김해경전철 및 부산김해경전철 이용 시 이중개표로 인한 운임 반환 절차는 다음과 같습니다. 이중개표 고객이 발생역에 7일 이내 청구 시, 교통카드 사용 이력을 확인한 후 이중개표가 확인되면 기본 운임을 반환하고 PAU로 환승 단절 처리를 합니다. 또한 DGM 반환 건수, 반환 금액, 카드 번호를 입력합니다. 동일역에서 최초 개표(승차) 후 5분 이내 재개표(하차→승차)한 경우 1회 운임은 무료이며, 선후불은 운임 미차감, 복지카드는 15분 미체크, 정기권은 사용 횟수 미차감 처리됩니다. 그러나 부산-김해경전철 또는 타 시도 교통수단을 이용했거나 이용하려는 여객이 운임을 반환받은 경우, 이후 이용하는 교통수단에 대해서는 환승할인이 적용되지 않습니다."
양산시에서 호포차량기지랑 남양산역 주차비 얼마야?,"양산시의 호포차량기지는 2급지로 분류되어 시간제 주차는 300원, 1일 주차는 8,000원, 월 주차 주간은 90,000원, 야간은 70,000원입니다. 남양산역은 주차비 정보가 제공되지 않았습니다."
부산시 대중교통 탈선 사고 처리 절차는 어떻게 되나요?,"부산시에서 탈선 사고 발생 시, 사고 내용에 따라 운영, 차량, 승무사업소로 인계 통보가 이루어집니다. 민원인이 해당역에 통보하면 민원 내용이 관련 부서로 인계되고, 관련 부서는 동향보고 등을 통해 사실 여부를 확인한 후 사고자에게 연락합니다. VOC 접수 민원의 경우 사건 진행 상황에 따라 해당 사업소나 영업처에 배부되며, 2차 사고 판별을 통해 민원인 상담창구 역할을 수행합니다. 또한, 공사 과실 여부, 부상 정도, 합의 여부 등 사안에 따라 영업배상 처리 의뢰가 공문으로 이루어지며, 기관사 과실 여부나 열차 고장, 급제동 등의 운행 기록을 확인하여 영업배상 처리가 의뢰됩니다. 탈선 여부 확인 요구도 포함됩니다."
"안녕하세요, 마이비 카드를 충전할 수 있는 곳과 카드에 남아 있는 돈이 있을 경우 환불받을 수 있는 방법이 있는지 알려주실 수 있나요?","마이비 카드는 전국 편의점과 지하철에서 충전할 수 있습니다. 환불의 경우, 잔액이 2만원 이하일 경우 GS25와 세븐일레븐에서 환불받을 수 있습니다."
"공공 교통의 비용 구조를 평가하는 재무 분석가로서, 여러 자녀를 둔 가정에 적용되는 특정 요금 정책을 이해하고 싶습니다. 현재 시스템에서 다자녀가정에 대한 요금 할인은 어떻게 시행되고 있는지 설명해 주실 수 있나요?",현재 공공 교통 요금 시스템에서 다자녀가정은 일반 요금에 비해 할인된 요금을 적용받습니다.
장산역의 엘리베이터 인터폰 수는 얼마인가요?,장산역에는 엘리베이터용 인터폰이 6개 있습니다.
호포역에서 주차 요금 어떻게 되나요? 그리고 첫차 시간은 언제인가요?,"호포역은 2급지에 속하며, 시간제 주차 요금은 300원입니다. 1일 주차는 8,000원, 월 주차는 주간 90,000원, 야간 70,000원입니다. 호포역의 첫차 시간은 05:10입니다."
"안녕하세요, 벡스코가 부산 지하철 시스템에서 에스컬레이터 유지보수를 위한 전용 장소 중 하나인지 알려주실 수 있나요?","네, 벡스코(시립미술관)는 부산 지하철 시스템에서 에스컬레이터 유지보수를 위한 전용 장소로 목록에 올라 있습니다."
부산시설공단의 도시철도 주차장에서의 역할은 무엇인가요?,부산시설공단은 하단역의 151면과 동래역의 405면과 같은 특정 역의 주차 공간을 관리합니다.
부산 지하철 연결 통로 설치 현황은 무엇인가요?,"부산 지하철에서는 총 54개의 연결 통로 중 53개가 완료되었고, 1개는 아직 논의 중입니다. 1호선의 경우 21개 통로 중 20개가 완료되었으며, 1개는 논의 중입니다. 2호선은 29개 통로가 모두 완료되었습니다. 3호선은 4개 통로가 모두 완료되었습니다."
부산시 교통공무원입니다. 캐시비 카드 환불 처리에 대한 자세한 정보를 찾고 있습니다. 여기에는 인식되지 않는 카드에 대한 처리 과정과 도시철도법 준수에 따른 부분 환불의 제한이 포함됩니다. 캐시비 카드의 편의점 및 우편 환불 절차에 대한 구체적인 정보와 관련된 수수료나 조건을 제공해 주실 수 있나요?,"캐시비 카드의 환불 절차는 카드의 상태와 환불 방법에 따라 다릅니다. GS25 및 세븐일레븐과 같은 편의점에서는 사용 금액이 2만원 이하일 경우 환불이 가능합니다. 카드 외형상 이상은 없으나 단말기에서 인식되지 않는 미인식 카드의 경우, 캐시비 가맹 편의점에 비치된 환불봉투를 사용하거나 홈페이지에서 출력하여 카드와 함께 우편으로 제출할 수 있습니다. 카드에 물리적 손상(예: 휘어짐, 금, 노후, 펀칭, DIY 분해)이 있을 경우 잔액만 환불 가능합니다. 또한 정상 카드의 경우 환불봉투를 통해 환불이 가능하지만, 실물 카드는 반환되지 않으며 전량 폐기되고 카드 비용은 환불되지 않습니다. 충전 금액의 부분 환불은 허용되지 않으며, 전액 환불만 가능합니다. 신한/우리 ATM에서는 잔액이 50,000원 이하일 경우 환불이 가능하며, 환불 수수료는 500원입니다."
수안 역에 만남의 장소가 몇 개 있나요?,수안 역에는 만남의 장소가 1개 있습니다.
"안녕하세요, 만덕이 3호선에 있는지 알려줄 수 있나요? 잘 모르겠어요.","네, 만덕은 3호선에 있습니다. 해당 노선의 주요 역 중 하나입니다."
"안녕하세요, 누군가 실수로 같은 역에서 짧은 시간 안에 여러 장의 승차권을 사용했을 때 여객운임 반환에 대해 설명해 주실 수 있나요? 제가 그렇게 했을 경우 어떤 일이 발생하고, 어떻게 돈을 돌려받는지, 알아야 할 예외나 규칙이 있는지 궁금합니다.","여객이 착오 또는 기타 사유로 인해 동일한 역에서 5분 이내에 두 개 이상의 승차권을 사용하고 운임 반환을 청구하는 경우, 여객이 공사에 추가로 지불한 운임이 반환됩니다. 그러나 무임대상자가 복지교통카드 또는 우대승차권과 선후불교통카드를 동시에 사용하고, 선후불교통카드를 사용하여 도시철도를 이용한 후 다른 교통수단으로 환승하는 경우에는 여객운임이 반환되지 않습니다. 제1항에 따른 환불 절차는 발생일로부터 7일 이내에 사용된 역에서 처리해야 하며, 환불 금액은 승차에 유효한 개표된 승차권 중 가장 낮은 금액을 제외한 1구간 운임 또는 환승운임이 됩니다."
"안녕하세요, 연산역에 새 물품보관함이 어디에 있나요?",연산역 1호선에 새형 물품보관함이 설치되어 있습니다.
"안녕하세요, 하단역이 부산 도시철도 시스템의 일부인지, 그리고 이 역이 노선에서 어디에 위치하는지 알려주실 수 있나요? 저는 도시를 돌아다니는 긴 여행을 계획하고 있어서 이 정거장에 대한 모든 세부정보가 필요합니다.","네, 하단역은 부산 도시철도 시스템의 일부입니다. 1호선에 위치하며 신평역과 당리역 사이에 있습니다."
"부산 지하철의 인프라 비용을 평가하는 재무 분석가로서, 4호선에 설치된 에스컬레이터 수에 대한 자세한 정보를 제공해 주실 수 있나요? 이 수치는 시스템의 다른 호선과 어떻게 비교되나요?","4호선에는 부산 지하철 시스템에 131대의 에스컬레이터가 설치되어 있습니다. 비교하자면, 1호선에는 141대, 2호선에는 206대, 3호선에는 174대의 에스컬레이터가 있습니다. 따라서 4호선은 네 개의 호선 중 가장 적은 수의 에스컬레이터를 보유하고 있습니다."
"안녕하세요, 부산 지역에서 유실물이 어떻게 처리되는지, 특히 부산광역시경찰청의 관여와 부산광역시 내 전기차 충전소의 위치에 대해 알려주실 수 있나요? 여행 계획을 세우기 위해 두 가지 모두 알아야 합니다, 알겠죠?","부산 지역의 유실물에 관하여, 직원으로부터 받은 경우 15일 이내에 인계해야 하며, 권리주장이 있는 유실물은 즉시 관할 경찰서, 즉 부산광역시경찰청 생활안전과에 인계해야 합니다 (연락처: 2023.8.9. 기준 7293). 직원 이외의 자로부터 유실물을 수리하고 접수증을 교부받은 경우 7일 이내에 인계해야 합니다. 부산김해경전철 유실물센터는 055-310-9600으로 연락할 수 있으며, 운영시간은 09:00부터 18:00까지(월~금)입니다. 운영시간 외에는 대사역(055-310-9609)으로 연락하실 수 있습니다. 부산광역시 내 전기차 충전소는 부산진구 부산교통공사 본사(1기, 운영시간 09:00~20:00), 강서구 대저차량기지(1기, 24시간), 기장군 안평역(1기, 24시간), 사하구 다대포해수욕장역(3기, 24시간) 등 여러 곳에 위치하고 있습니다."
레일플러스 카드 충전과 환불 가능한 장소는 어디인가요?,"레일플러스 카드는 CU, 이마트24, 스토리웨이, 그리고 우리, 롯데의 ATM에서 충전이 가능합니다. 환불은 3만원 이하의 사용 금액에 대해 CU와 이마트24에서 받을 수 있습니다."
"안녕하세요, 장산역에 에스컬레이터가 있는지 알려줄 수 있나요? 전용 에스컬레이터인지 공유 에스컬레이터인지 궁금하고, 어떤 노선에 있는지도 알고 싶어요. 부산 지하철에 대해 좀 헷갈리네요.","장산역은 '겸용' 카테고리에 포함되어 있어 공유 에스컬레이터가 있습니다. 제공된 맥락에서는 특정 노선에 명시되어 있지 않지만, 부산 지하철 시스템의 에스컬레이터가 있는 역 목록에 포함되어 있습니다."
"안녕하세요, 부산 구간에서 도시철도에서 동해선으로 환승할 때 어른, 청소년, 어린이 등 다양한 사람들의 요금이 얼마인지, 그리고 그 반대 방향에 대해서도 추가 요금과 함께 모두 알려주실 수 있나요?","부산 구간에서 도시철도에서 동해선으로 환승할 때 요금은 다음과 같습니다: 어른의 경우 기본 요금은 1,600원에 10km당 200원의 추가 요금이 부과됩니다; 청소년은 1,050원에 10km당 150원의 추가 요금이 부과됩니다; 어린이는 기본 요금이 무료지만 650원에 10km당 100원의 추가 요금이 부과됩니다. 동해선에서 도시철도로 환승할 때 요금은 다음과 같습니다: 어른은 150원에 기본 요금 1,450원과 10km당 200원의 추가 요금이 부과되어 총 1,600원에 추가 요금이 발생합니다; 청소년은 0원에 기본 요금 1,050원과 10km당 150원의 추가 요금이 부과됩니다; 이 방향에서 어린이에 대한 구체적인 요금 정보는 제공되지 않았습니다. 또한 도시철도 2구간 요금은 어른 200원, 청소년 100원, 어린이 0원이 하차 시 별도로 부과됩니다. 부산 구간의 동해선 추가 요금은 초기 10km를 초과하는 매 10km마다 적용됩니다."
"안녕하세요, 부산 도시철도 2호선의 휠체어 리프트 현황에 대해 알려주실 수 있나요? 서면, 가야, 모덕과 같은 역에 몇 개가 설치되어 있는지, 내부와 외부 리프트의 총 개수는 얼마인지 궁금합니다.","부산 도시철도 2호선의 휠체어 리프트 현황은 다음과 같습니다: 서면에는 내부 리프트 4개와 외부 리프트 0개가 있으며, 가야에는 내부 리프트 1개와 외부 리프트 0개가 있습니다. 모덕에는 내부 리프트 0개와 외부 리프트 1개가 있습니다. 이 노선의 총 리프트 수는 내부 5개, 외부 1개로 총 6개입니다."
부산진구에 있는 부산진역 근처에 충전소 있나? 그리고 부산진역에 연결된 건물 뭐 있나?,"부산진구에 있는 부산교통공사 본사에 충전소가 설치되어 있으며, 이는 부산광역시 부산진구 중앙대로644번길 20에 위치하고 있습니다. 부산진역에는 협성종합건업 사옥이 연결되어 있습니다."
"공공 교통 기관의 재무 분석가로서, 다양한 지하철 노선의 네트워크 범위를 이해하여 잠재적인 비용 구조를 평가하는 데 관심이 있습니다. '거제' 역이 3호선의 주요 역 목록에 포함되어 있는지, 그리고 연결성이나 승객 수 측면에서 어떤 특정한 중요성을 가지고 있는지에 대한 자세한 정보를 제공해 주실 수 있나요?",'거제'는 3호선의 주요 역 목록에 포함되어 있습니다. '거제(3)'로 명시되어 있어 이 노선에 존재함을 나타냅니다. 그러나 연결성이나 승객 수 측면에서의 특정한 중요성에 대한 추가 정보는 제공되지 않았습니다.
망미역 3호선의 전동휠체어 급속충전기와 자전거 보관소에 대한 자세한 내용은 무엇인가요?,"망미역 3호선에는 4번 출구에 24대, 5번과 7번 출구 사이에 16대의 전동휠체어 급속충전기가 설치되어 있으며, 이는 수영구청에서 관리하고 있습니다. 또한, 이 역에는 자전거 보관소가 있지만, 망미역의 자전거 보관 대수에 대한 구체적인 정보는 제공되지 않았습니다."
"부산시의 대중교통 정책 자문위원으로서, 저는 복지 교통카드 프로그램에 따른 노인을 위한 신한카드의 구체적인 신청 절차와 혜택을 이해하고 싶습니다. 노인이 후불 무임 카드로 신한카드를 신청하는 방법과 부산에서 대중교통을 이용할 때 이 카드를 통해 받을 수 있는 구체적인 요금 할인이나 혜택에 대해 자세히 설명해 주실 수 있나요?","노인은 신한카드 ARS 및 홈페이지를 통해 후불 무임 카드로 신한카드를 신청할 수 있으며, B PASS 어플을 통해 모바일 카드 발급도 가능합니다. 혜택에 관해서는 이 카드를 소지한 경우 부산의 도시철도 요금에서 할인 혜택을 받을 수 있습니다. 철도를 이용한 후 버스를 이용할 경우 철도 요금의 50%가 할인되지만, 버스를 이용한 후 철도를 이용할 경우에는 할인 혜택이 적용되지 않습니다."
서면역에서의 행사에 대한 현재 제한 사항은 무엇인가요?,"서면역에서의 공연행사는 잠정 중단되었으며, 실내 공연 재개는 보류 중입니다."
망미 역 전동휠체어 충전기랑 인터폰 몇개?,"망미 역에는 전동휠체어 급속충전기가 설치되어 있으며, 엘리베이터용 인터폰 16개, 비상인터폰 3개, 콜폰 9개가 설치되어 있습니다."
"부산 도시철도에서 유지보수 엔지니어로서, 도시철도와 일반버스 간의 환승 요금 구조에 대해 궁금합니다. 도시철도에서 일반버스로 환승할 때와 일반버스에서 도시철도로 환승할 때 성인, 청소년, 어린이의 요금에 대한 자세한 정보를 제공해 주실 수 있나요?","부산에서 도시철도에서 일반버스로 환승할 때, 성인의 요금은 1,600원이며 버스에 대한 추가 요금은 없습니다. 청소년은 1,050원이며 추가 요금이 없고, 어린이는 무료입니다. 도시철도 이용 구간이 2구간일 경우 추가 요금이 부과됩니다(어른 200원, 청소년 150원, 어린이 0원). 일반버스에서 도시철도로 환승할 때, 성인의 총 요금은 1,600원으로, 버스에 50원, 도시철도에 1,550원을 지불합니다. 청소년의 총 요금은 1,050원으로, 버스에 250원, 도시철도에 800원을 지불합니다. 어린이는 양 방향 모두 무료입니다."
승차권 유효기간에 대해 알려주세요,"승차권의 유효기간은 일반적으로 발매일로부터 사용종료일까지입니다. 다만, QR승차권의 경우 발매일로부터 180일까지이며, 여객운임이 변경된 경우 별도로 정한 기간이 적용됩니다. 단체승차권은 발매 시 정한 기간까지 유효합니다."
"기차 시간표를 확인하기 위해 API를 어떻게 사용하며, 그것이 무엇을 하나요?",이 API는 사용자가 역별 기차 시간표를 확인할 수 있도록 구현되었습니다.
동대신역 물품보관함의 개수와 종류에 대해 알려주세요.,"동대신역에는 소형 물품보관함 10개, 중형 물품보관함 4개, 대형 물품보관함 2개가 있습니다."
부산김해경전철에서 유실물 서비스센터 운영시간과 김해경전철에서 노인 무임 카드 사용 규정은 어떻게 되나요?,"부산김해경전철 유실물 서비스센터는 09:00부터 18:00까지 운영되며, 운영시간 이후에는 대사역에서 유실물 보관소가 운영됩니다. 김해경전철에서는 노인 단순 무임 카드를 사용할 수 없으며, 어른 운임을 납부해야 합니다."
"부산의 도시 교통 공무원으로서, 도시철도법에 따른 요금 결제 시스템과 관련하여 메트로페이의 구체적인 정의와 운영 메커니즘을 이해하고 싶습니다. 메트로페이가 무엇을 포함하며, 승객 운송 계약 체결 과정에 어떻게 통합되는지에 대한 자세한 설명을 제공해 주실 수 있나요?","메트로페이는 승객이 앱을 다운로드하고 자동 발매기나 기타 지정된 지점에서 현금 또는 은행 이체를 통해 충전하여 사용 가능한 가치가 저장되는 시스템을 의미합니다. 제3조에 명시된 승객 운송 계약 체결에 따르면, 계약은 승객이 정해진 운임이나 메트로페이를 충전하는 경우와 같이 특정 조건을 충족할 때 성립됩니다. 특히 모바일 승차권의 경우, 승객이 정해진 금액으로 메트로페이를 충전하는 순간 계약이 성립됩니다."
"안녕하세요, 망미역의 자전거 보관소 상황에 대해 알려주실 수 있나요? 몇 대의 자전거를 보관할 수 있는지, 보관소가 정확히 어디에 위치해 있는지, 그리고 누가 관리를 담당하는지 궁금합니다.","망미역 3호선에는 4번 출구에 24대의 자전거를 보관할 수 있는 자전거 보관소가 있으며, 5번과 7번 출구 사이에는 16대의 자전거를 보관할 수 있는 공간이 있습니다. 이 시설의 관리는 수영구청에서 담당하고 있습니다."
하단 역에 뭐 연결되어 있나요?,하단 역에는 바우하우스('17)가 연결되어 있습니다.
공공 교통에서 애완동물 휴대 규정은 무엇인가요?,공공 교통에서 애완동물은 이동장 안에 들어있는 경우에 한해 휴대가 가능합니다. 이는 여객운송규정 제6장 제53조 및 제54조에 근거합니다.
